Sector,Years of Operation,How Much They Raised,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,Security Risk,Tech Debt,failure,domain,week,startup_id
Technology,1.3333333333333333,0.6763270100000001,0.5,0.99,0.5,0.992,0.009,0.354,0.558,0.3,0.008,0.25,0.004,0.1,0.1,0.5,0.3,1,operational,5,5280
Technology,2.6666666666666665,2.89482412,0.5,0.99,0.5,0.993,0.006,0.738,1.0,0.3,0.005,0.25,0.003,0.5,0.1,0.5,0.3,1,operational,7,5281
Technology,2.3333333333333335,1.85955393,0.5,0.99,0.5,0.993,0.009,0.278,1.0,0.3,0.008,0.25,0.005,0.1,0.1,0.5,0.3,1,operational,8,5282
Technology,1.25,1.1258792,0.5,0.99,0.5,0.991,0.003,0.171,0.458,0.3,0.003,0.25,0.002,1.0,0.1,0.1,0.3,0,operational,9,5283
Technology,1.9166666666666667,1.20893048,0.5,0.99,0.5,0.991,0.012,1.59,1.0,0.3,0.01,0.25,0.006,1.4,0.1,0.5,0.3,1,operational,3,5284
Technology,2.1666666666666665,1.82050648,0.5,0.99,0.5,0.996,0.002,1.179,0.751,0.3,0.002,0.25,0.001,0.1,0.1,0.1,0.3,1,operational,3,5285
Technology,1.5,0.9048920899999999,0.5,0.99,0.5,0.993,0.006,1.0,0.776,0.3,0.005,0.25,0.003,0.1,0.1,0.1,0.3,0,operational,4,5286
Technology,0.6666666666666666,0.70733988,0.5,0.99,0.5,0.992,0.0,0.96,0.22,0.3,0.0,0.25,0.0,1.0,0.1,0.3,0.3,0,operational,5,5287
Technology,0.8333333333333334,0.5461682,0.5,0.99,0.5,0.993,0.003,0.776,0.51,0.3,0.002,0.25,0.001,1.0,0.1,0.5,0.3,0,operational,10,5288
Technology,0.4166666666666667,0.2395727,0.5,0.99,0.5,0.993,0.01,1.467,0.211,0.3,0.009,0.25,0.005,1.4,0.1,0.5,0.3,1,operational,1,5289
Technology,1.75,1.30746775,0.5,0.99,0.5,0.994,0.002,0.387,0.823,0.3,0.002,0.25,0.001,1.0,0.1,1.0,0.3,0,operational,7,5290
Technology,1.5,1.1021501999999999,0.5,0.99,0.5,0.992,0.006,0.826,0.882,0.3,0.005,0.25,0.003,1.4,0.1,0.3,0.3,1,operational,9,5291
Technology,1.4166666666666667,0.8836446800000001,0.5,0.99,0.5,0.991,0.002,0.613,0.652,0.3,0.002,0.25,0.001,1.0,0.1,0.3,0.3,0,operational,8,5292
Technology,0.8333333333333334,0.52731625,0.5,0.99,0.5,0.994,0.0,1.36,0.291,0.3,0.0,0.25,0.0,1.4,0.1,1.0,0.3,1,operational,5,5293
Technology,1.25,0.76806317,0.5,0.99,0.5,0.99,0.006,1.102,0.671,0.3,0.005,0.25,0.003,1.0,0.1,1.0,0.3,0,operational,4,5294
Technology,0.5833333333333334,0.31142371999999996,0.5,0.99,0.5,0.992,0.004,1.48,0.363,0.3,0.004,0.25,0.002,1.0,0.1,0.3,0.3,1,operational,12,5295
Technology,0.8333333333333334,0.40703511,0.5,0.99,0.5,0.993,0.009,1.357,0.302,0.3,0.008,0.25,0.004,0.5,0.1,1.0,0.3,1,operational,7,5296
Technology,1.0,0.7532823399999999,0.5,0.99,0.5,0.991,0.004,0.514,0.482,0.3,0.003,0.25,0.002,0.1,0.1,0.3,0.3,1,operational,5,5297
Technology,1.3333333333333333,0.7590068000000001,0.5,0.99,0.5,0.991,0.003,0.419,0.779,0.3,0.003,0.25,0.002,1.4,0.1,0.3,0.3,1,operational,7,5298
Technology,1.0833333333333333,1.10752316,0.5,0.99,0.5,0.992,0.0,0.725,0.481,0.3,0.0,0.25,0.0,1.4,0.1,0.5,0.3,0,operational,12,5299
Technology,1.4166666666666667,0.74581224,0.5,0.99,0.5,0.995,0.004,1.366,0.671,0.3,0.004,0.25,0.002,0.5,0.1,0.5,0.3,1,operational,1,5300
Technology,1.1666666666666667,1.11651151,0.5,0.99,0.5,0.992,0.006,0.87,0.457,0.3,0.005,0.25,0.003,1.4,0.1,0.5,0.3,0,operational,1,5301
Technology,1.75,1.0792401399999998,0.5,0.99,0.5,0.993,0.003,0.619,0.654,0.3,0.003,0.25,0.001,1.4,0.1,0.3,0.3,0,operational,10,5302
Technology,0.8333333333333334,0.71855413,0.5,0.99,0.5,0.992,0.005,1.016,0.318,0.3,0.004,0.25,0.002,0.5,0.1,1.0,0.3,0,operational,3,5303
Technology,0.6666666666666666,0.6094861,0.5,0.99,0.5,0.992,0.013,0.414,0.49,0.3,0.011,0.25,0.007,1.4,0.1,1.0,0.3,0,operational,11,5304
Technology,2.3333333333333335,2.29226988,0.5,0.99,0.5,0.991,0.002,0.896,0.667,0.3,0.002,0.25,0.001,1.4,0.1,0.3,0.3,1,operational,2,5305
Technology,1.8333333333333333,1.92334191,0.5,0.99,0.5,0.992,0.002,0.506,0.572,0.3,0.002,0.25,0.001,0.5,0.1,1.0,0.3,0,operational,2,5306
Technology,1.5,1.29146402,0.5,0.99,0.5,0.993,0.003,1.491,0.838,0.3,0.003,0.25,0.002,0.1,0.1,0.5,0.3,0,operational,7,5307
Technology,1.5833333333333333,1.43927403,0.5,0.99,0.5,0.992,0.005,1.075,0.409,0.3,0.005,0.25,0.003,0.1,0.1,0.1,0.3,0,operational,12,5308
Technology,0.8333333333333334,0.56582288,0.5,0.99,0.5,0.991,0.003,0.397,0.361,0.3,0.002,0.25,0.001,0.5,0.1,1.0,0.3,0,operational,10,5309
Technology,1.6666666666666667,0.8785234000000001,0.5,0.99,0.5,0.991,0.003,1.403,0.799,0.3,0.003,0.25,0.001,1.4,0.1,1.0,0.3,1,operational,2,5310
Technology,1.25,0.70870146,0.5,0.99,0.5,0.993,0.002,0.965,0.794,0.3,0.002,0.25,0.001,1.4,0.1,0.3,0.3,0,operational,11,5311
Technology,1.3333333333333333,0.92022834,0.5,0.99,0.5,0.991,0.006,1.547,0.552,0.3,0.005,0.25,0.003,0.5,0.1,1.0,0.3,0,operational,4,5312
Technology,1.9166666666666667,1.74400089,0.5,0.99,0.5,0.995,0.002,0.73,0.919,0.3,0.002,0.25,0.001,0.1,0.1,0.3,0.3,0,operational,2,5313
Technology,2.1666666666666665,0.93309525,0.5,0.99,0.5,0.992,0.003,1.134,1.0,0.3,0.003,0.25,0.001,1.4,0.1,0.3,0.3,1,operational,6,5314
Technology,2.1666666666666665,1.86522052,0.5,0.99,0.5,0.991,0.011,0.734,1.0,0.3,0.01,0.25,0.005,1.0,0.1,0.3,0.3,1,operational,8,5315
Technology,0.8333333333333334,0.64087544,0.5,0.99,0.5,0.993,0.004,0.669,0.411,0.3,0.004,0.25,0.002,0.5,0.1,0.5,0.3,0,operational,10,5316
Technology,0.6666666666666666,0.53477159,0.5,0.99,0.5,0.993,0.002,0.387,0.424,0.3,0.002,0.25,0.001,0.1,0.1,1.0,0.3,0,operational,4,5317
Technology,1.6666666666666667,1.4645179099999999,0.5,0.99,0.5,0.991,0.009,1.018,0.693,0.3,0.008,0.25,0.005,1.0,0.1,0.3,0.3,0,operational,5,5318
Technology,2.0833333333333335,1.21117573,0.5,0.99,0.5,0.993,0.006,0.89,0.87,0.3,0.005,0.25,0.003,0.1,0.1,0.3,0.3,1,operational,4,5319
Technology,1.5,0.97604027,0.5,0.99,0.5,0.993,0.009,0.917,0.57,0.3,0.008,0.25,0.004,0.1,0.1,0.5,0.3,0,operational,3,5320
Technology,2.1666666666666665,1.31280408,0.5,0.99,0.5,0.993,0.003,1.221,0.909,0.3,0.002,0.25,0.001,0.1,0.1,0.3,0.3,1,operational,5,5321
Technology,1.5833333333333333,0.7998411,0.5,0.99,0.5,0.995,0.003,0.501,0.666,0.3,0.003,0.25,0.002,0.1,0.1,0.1,0.3,1,operational,9,5322
Technology,1.1666666666666667,0.95574018,0.5,0.99,0.5,0.995,0.001,1.003,0.655,0.3,0.001,0.25,0.0,0.1,0.1,0.3,0.3,0,operational,8,5323
Technology,1.5833333333333333,1.33275042,0.5,0.99,0.5,0.994,0.001,0.714,0.497,0.3,0.001,0.25,0.001,1.0,0.1,0.1,0.3,0,operational,8,5324
Technology,1.0833333333333333,0.7530197900000001,0.5,0.99,0.5,0.994,0.001,0.298,0.369,0.3,0.001,0.25,0.001,1.4,0.1,0.5,0.3,0,operational,8,5325
Technology,1.4166666666666667,1.0616946,0.5,0.99,0.5,0.992,0.001,0.379,0.753,0.3,0.001,0.25,0.0,0.5,0.1,0.3,0.3,0,operational,12,5326
Technology,1.1666666666666667,1.29016652,0.5,0.99,0.5,0.995,0.001,0.851,0.332,0.3,0.001,0.25,0.001,1.4,0.1,0.1,0.3,0,operational,8,5327
Technology,2.0833333333333335,1.5464806100000001,0.5,0.99,0.5,0.994,0.002,0.917,0.702,0.3,0.001,0.25,0.001,1.4,0.1,0.5,0.3,0,operational,7,5328
Technology,1.6666666666666667,1.70556088,0.5,0.99,0.5,0.991,0.002,0.458,0.521,0.3,0.002,0.25,0.001,1.0,0.1,0.1,0.3,0,operational,8,5329
Technology,3.0,2.46833721,0.5,0.99,0.5,0.993,0.004,1.251,0.948,0.3,0.004,0.25,0.002,1.4,0.1,0.1,0.3,1,operational,11,5330
Technology,1.9166666666666667,2.0539316299999997,0.5,0.99,0.5,0.994,0.007,0.995,0.919,0.3,0.006,0.25,0.004,0.1,0.1,0.1,0.3,0,operational,8,5331
Technology,1.0,0.73099504,0.5,0.99,0.5,0.991,0.004,0.662,0.528,0.3,0.003,0.25,0.002,0.1,0.1,0.3,0.3,0,operational,8,5332
Technology,0.9166666666666666,0.79811217,0.5,0.99,0.5,0.992,0.003,0.779,0.492,0.3,0.003,0.25,0.001,1.4,0.1,0.1,0.3,0,operational,12,5333
Technology,1.4166666666666667,0.54614434,0.5,0.99,0.5,0.992,0.003,1.37,0.655,0.3,0.003,0.25,0.002,1.4,0.1,1.0,0.3,1,operational,10,5334
Technology,2.0,1.94539126,0.5,0.99,0.5,0.992,0.007,0.917,1.0,0.3,0.006,0.25,0.004,0.5,0.1,0.5,0.3,1,operational,7,5335
Technology,2.0833333333333335,2.11773574,0.5,0.99,0.5,0.991,0.005,1.426,0.783,0.3,0.004,0.25,0.003,1.0,0.1,0.1,0.3,1,operational,12,5336
Technology,1.5833333333333333,1.01043043,0.5,0.99,0.5,0.991,0.003,0.706,0.811,0.3,0.002,0.25,0.001,0.5,0.1,1.0,0.3,0,operational,1,5337
Technology,2.9166666666666665,2.9383634,0.5,0.99,0.5,0.994,0.005,1.507,0.857,0.3,0.005,0.25,0.003,0.5,0.1,1.0,0.3,1,operational,4,5338
Technology,0.9166666666666666,1.01959709,0.5,0.99,0.5,0.992,0.005,0.174,0.474,0.3,0.004,0.25,0.002,1.0,0.1,0.3,0.3,0,operational,4,5339
Technology,1.5,1.1843115,0.5,0.99,0.5,0.992,0.005,1.259,0.528,0.3,0.004,0.25,0.002,0.1,0.1,0.1,0.3,1,operational,5,5340
Technology,2.0833333333333335,1.61579649,0.5,0.99,0.5,0.994,0.006,0.715,0.697,0.3,0.005,0.25,0.003,1.0,0.1,0.5,0.3,1,operational,10,5341
Technology,1.0,0.47640522999999996,0.5,0.99,0.5,0.99,0.005,0.246,0.501,0.3,0.004,0.25,0.003,0.1,0.1,0.3,0.3,0,operational,6,5342
Technology,1.0,1.06415397,0.5,0.99,0.5,0.991,0.003,0.462,0.412,0.3,0.003,0.25,0.001,1.4,0.1,1.0,0.3,0,operational,4,5343
Technology,2.1666666666666665,1.58376189,0.5,0.99,0.5,0.995,0.005,1.51,0.723,0.3,0.004,0.25,0.002,0.1,0.1,0.5,0.3,1,operational,2,5344
Technology,1.6666666666666667,1.3123980100000001,0.5,0.99,0.5,0.995,0.006,0.554,0.505,0.3,0.005,0.25,0.003,0.5,0.1,0.3,0.3,1,operational,6,5345
Technology,0.75,0.60378405,0.5,0.99,0.5,0.992,0.006,0.219,0.233,0.3,0.006,0.25,0.003,0.5,0.1,0.1,0.3,1,operational,8,5346
Technology,0.8333333333333334,0.89498335,0.5,0.99,0.5,0.991,0.011,1.562,0.361,0.3,0.009,0.25,0.005,0.1,0.1,0.5,0.3,0,operational,8,5347
Technology,0.8333333333333334,0.5147261599999999,0.5,0.99,0.5,0.995,0.008,0.291,0.295,0.3,0.007,0.25,0.004,0.5,0.1,0.5,0.3,0,operational,7,5348
Technology,1.5,1.05552545,0.5,0.99,0.5,0.992,0.011,1.288,0.665,0.3,0.01,0.25,0.006,1.0,0.1,1.0,0.3,0,operational,6,5349
Technology,2.0,1.58069043,0.5,0.99,0.5,0.992,0.006,1.37,0.948,0.3,0.005,0.25,0.003,0.1,0.1,1.0,0.3,1,operational,2,5350
Technology,2.5,1.66796002,0.5,0.99,0.5,0.993,0.002,1.558,0.949,0.3,0.002,0.25,0.001,1.4,0.1,1.0,0.3,1,operational,7,5351
Technology,1.5,1.21273451,0.5,0.99,0.5,0.992,0.001,0.667,0.473,0.3,0.001,0.25,0.001,0.5,0.1,0.5,0.3,0,operational,11,5352
Technology,1.5,1.32785103,0.5,0.99,0.5,0.991,0.007,0.686,0.768,0.3,0.006,0.25,0.003,1.0,0.1,1.0,0.3,1,operational,12,5353
Technology,0.75,0.53100552,0.5,0.99,0.5,0.991,0.001,0.981,0.459,0.3,0.001,0.25,0.001,1.4,0.1,0.1,0.3,0,operational,5,5354
Technology,1.5833333333333333,1.31109345,0.5,0.99,0.5,0.993,0.007,1.096,0.555,0.3,0.006,0.25,0.003,1.4,0.1,0.5,0.3,1,operational,6,5355
Technology,2.8333333333333335,2.82675777,0.5,0.99,0.5,0.995,0.01,0.28,0.759,0.3,0.009,0.25,0.005,1.4,0.1,1.0,0.3,1,operational,10,5356
Technology,0.75,0.70919764,0.5,0.99,0.5,0.991,0.003,1.048,0.312,0.3,0.002,0.25,0.001,1.4,0.1,0.1,0.3,1,operational,8,5357
Technology,1.3333333333333333,1.41672063,0.5,0.99,0.5,0.991,0.009,1.107,0.66,0.3,0.008,0.25,0.004,1.4,0.1,0.3,0.3,1,operational,8,5358
Technology,0.6666666666666666,0.94781361,0.5,0.99,0.5,0.996,0.005,0.944,0.406,0.3,0.004,0.25,0.002,0.1,0.1,1.0,0.3,1,operational,3,5359
Technology,1.1666666666666667,0.89318338,0.5,0.99,0.5,0.993,0.006,0.166,0.518,0.3,0.005,0.25,0.003,1.0,0.1,1.0,0.3,0,operational,12,5360
Technology,1.6666666666666667,1.11765403,0.5,0.99,0.5,0.991,0.001,0.461,0.558,0.3,0.001,0.25,0.001,0.5,0.1,1.0,0.3,0,operational,12,5361
Technology,1.25,0.6070113199999999,0.5,0.99,0.5,0.992,0.002,0.515,0.631,0.3,0.002,0.25,0.001,0.5,0.1,1.0,0.3,0,operational,7,5362
Technology,0.5,0.41635035,0.5,0.99,0.5,0.992,0.002,1.24,0.299,0.3,0.002,0.25,0.001,0.1,0.1,0.1,0.3,0,operational,1,5363
Technology,1.9166666666666667,1.75246423,0.5,0.99,0.5,0.993,0.004,0.816,0.855,0.3,0.004,0.25,0.002,0.1,0.1,0.1,0.3,1,operational,1,5364
Technology,2.0,1.58341305,0.5,0.99,0.5,0.993,0.004,0.667,0.698,0.3,0.004,0.25,0.002,0.1,0.1,0.1,0.3,1,operational,7,5365
Technology,1.0833333333333333,0.69657685,0.5,0.99,0.5,0.992,0.005,0.594,0.711,0.3,0.004,0.25,0.003,0.5,0.1,0.5,0.3,1,operational,10,5366
Technology,1.25,1.05816254,0.5,0.99,0.5,0.992,0.002,0.986,0.614,0.3,0.002,0.25,0.001,1.0,0.1,0.1,0.3,0,operational,9,5367
Technology,1.25,0.87717376,0.5,0.99,0.5,0.992,0.001,0.538,0.488,0.3,0.001,0.25,0.001,1.0,0.1,1.0,0.3,0,operational,7,5368
Technology,2.0833333333333335,2.1259845299999998,0.5,0.99,0.5,0.993,0.002,0.976,1.0,0.3,0.002,0.25,0.001,1.4,0.1,0.3,0.3,1,operational,10,5369
Technology,1.9166666666666667,1.48251233,0.5,0.99,0.5,0.993,0.007,1.226,1.0,0.3,0.006,0.25,0.003,0.1,0.1,0.5,0.3,0,operational,5,5370
Technology,1.4166666666666667,1.0898061399999999,0.5,0.99,0.5,0.993,0.004,1.339,0.481,0.3,0.003,0.25,0.002,1.4,0.1,0.5,0.3,0,operational,8,5371
Technology,1.1666666666666667,1.29736843,0.5,0.99,0.5,0.991,0.011,0.613,0.502,0.3,0.009,0.25,0.005,0.5,0.1,1.0,0.3,0,operational,2,5372
Technology,0.5,0.56049211,0.5,0.99,0.5,0.992,0.003,1.054,0.352,0.3,0.003,0.25,0.002,0.5,0.1,0.3,0.3,1,operational,9,5373
Technology,0.8333333333333334,0.52411955,0.5,0.99,0.5,0.995,0.009,0.29,0.43,0.3,0.008,0.25,0.005,1.0,0.1,1.0,0.3,1,operational,6,5374
Technology,1.0,0.76339753,0.5,0.99,0.5,0.993,0.008,1.554,0.577,0.3,0.007,0.25,0.004,1.0,0.1,0.1,0.3,0,operational,9,5375
Technology,3.0,2.46589902,0.5,0.99,0.5,0.993,0.006,1.211,0.978,0.3,0.005,0.25,0.003,0.1,0.1,0.1,0.3,1,operational,2,5376
Technology,0.6666666666666666,0.7754470600000001,0.5,0.99,0.5,0.994,0.003,1.128,0.448,0.3,0.003,0.25,0.002,1.4,0.1,1.0,0.3,0,operational,3,5377
Technology,2.0833333333333335,1.58196977,0.5,0.99,0.5,0.992,0.007,1.019,0.891,0.3,0.006,0.25,0.003,1.0,0.1,0.1,0.3,1,operational,12,5378
Technology,0.5833333333333334,0.37822633,0.5,0.99,0.5,0.992,0.005,1.31,0.3,0.3,0.004,0.25,0.002,1.0,0.1,0.5,0.3,0,operational,8,5379
Technology,0.6666666666666666,0.44061126,0.5,0.99,0.5,0.992,0.005,0.286,0.368,0.3,0.004,0.25,0.002,1.4,0.1,0.1,0.3,1,operational,1,5380
Technology,2.6666666666666665,2.42648558,0.5,0.99,0.5,0.993,0.001,0.283,0.747,0.3,0.001,0.25,0.001,0.1,0.1,1.0,0.3,1,operational,10,5381
Technology,1.4166666666666667,1.13483149,0.5,0.99,0.5,0.993,0.001,0.846,0.69,0.3,0.001,0.25,0.001,0.5,0.1,0.3,0.3,0,operational,7,5382
Technology,1.75,1.0937991699999998,0.5,0.99,0.5,0.99,0.006,1.506,0.725,0.3,0.005,0.25,0.003,1.0,0.1,0.1,0.3,0,operational,7,5383
Technology,0.8333333333333334,0.72070976,0.5,0.99,0.5,0.993,0.003,1.218,0.538,0.3,0.003,0.25,0.001,1.4,0.1,0.5,0.3,0,operational,1,5384
Technology,1.4166666666666667,0.87573281,0.5,0.99,0.5,0.993,0.003,1.154,0.772,0.3,0.003,0.25,0.002,1.4,0.1,0.3,0.3,0,operational,9,5385
Technology,1.75,0.99170227,0.5,0.99,0.5,0.994,0.005,1.152,0.769,0.3,0.005,0.25,0.003,0.5,0.1,0.1,0.3,0,operational,8,5386
Technology,1.4166666666666667,1.04069173,0.5,0.99,0.5,0.993,0.004,1.099,0.484,0.3,0.003,0.25,0.002,1.0,0.1,1.0,0.3,1,operational,4,5387
Technology,2.3333333333333335,1.84518935,0.5,0.99,0.5,0.993,0.003,0.589,1.0,0.3,0.002,0.25,0.001,1.0,0.1,0.1,0.3,0,operational,10,5388
Technology,2.25,1.04225188,0.5,0.99,0.5,0.996,0.008,1.026,1.0,0.3,0.007,0.25,0.004,0.5,0.1,1.0,0.3,1,operational,11,5389
Technology,0.6666666666666666,0.66862973,0.5,0.99,0.5,0.991,0.009,0.254,0.369,0.3,0.008,0.25,0.005,1.0,0.1,1.0,0.3,0,operational,5,5390
Technology,0.5833333333333334,0.37137183,0.5,0.99,0.5,0.993,0.004,0.467,0.266,0.3,0.003,0.25,0.002,0.1,0.1,0.1,0.3,0,operational,2,5391
Technology,2.1666666666666665,1.12537365,0.5,0.99,0.5,0.993,0.007,1.533,0.955,0.3,0.006,0.25,0.003,0.1,0.1,0.3,0.3,1,operational,9,5392
Technology,0.8333333333333334,0.5422829,0.5,0.99,0.5,0.991,0.005,0.315,0.378,0.3,0.004,0.25,0.003,0.5,0.1,1.0,0.3,0,operational,12,5393
Technology,1.1666666666666667,0.71000144,0.5,0.99,0.5,0.994,0.005,0.646,0.535,0.3,0.004,0.25,0.002,0.1,0.1,0.3,0.3,0,operational,12,5394
Technology,1.0833333333333333,0.57862287,0.5,0.99,0.5,0.993,0.003,1.11,0.6,0.3,0.002,0.25,0.001,0.1,0.1,0.3,0.3,1,operational,6,5395
Technology,0.8333333333333334,0.6770896,0.5,0.99,0.5,0.991,0.004,0.872,0.341,0.3,0.003,0.25,0.002,0.5,0.1,0.5,0.3,0,operational,3,5396
Technology,1.0833333333333333,1.12604035,0.5,0.99,0.5,0.991,0.001,0.973,0.387,0.3,0.001,0.25,0.0,1.0,0.1,1.0,0.3,1,operational,12,5397
Technology,1.6666666666666667,0.88763748,0.5,0.99,0.5,0.992,0.011,0.901,0.689,0.3,0.009,0.25,0.005,0.1,0.1,1.0,0.3,1,operational,7,5398
Technology,1.6666666666666667,1.55393148,0.5,0.99,0.5,0.991,0.008,0.646,0.692,0.3,0.007,0.25,0.004,1.0,0.1,0.3,0.3,1,operational,9,5399
Technology,2.4166666666666665,1.9258041000000001,0.5,0.99,0.5,0.991,0.003,1.214,1.0,0.3,0.003,0.25,0.002,1.0,0.1,0.5,0.3,1,operational,3,5400
Technology,0.6666666666666666,0.3316441,0.5,0.99,0.5,0.991,0.011,0.317,0.305,0.3,0.009,0.25,0.005,0.5,0.1,0.5,0.3,1,operational,2,5401
Technology,0.6666666666666666,0.8552856999999999,0.5,0.99,0.5,0.99,0.005,1.536,0.389,0.3,0.005,0.25,0.003,1.0,0.1,0.3,0.3,1,operational,7,5402
Technology,1.9166666666666667,1.79480744,0.5,0.99,0.5,0.991,0.008,0.616,0.529,0.3,0.007,0.25,0.004,0.1,0.1,0.5,0.3,0,operational,7,5403
Technology,0.5833333333333334,0.86253513,0.5,0.99,0.5,0.992,0.003,0.907,0.271,0.3,0.003,0.25,0.002,1.0,0.1,0.1,0.3,0,operational,4,5404
Technology,1.75,1.32668624,0.5,0.99,0.5,0.993,0.003,1.109,0.918,0.3,0.003,0.25,0.002,1.0,0.1,0.3,0.3,0,operational,11,5405
Technology,1.0,0.87852937,0.5,0.99,0.5,0.993,0.001,1.152,0.263,0.3,0.001,0.25,0.0,1.4,0.1,1.0,0.3,0,operational,9,5406
Technology,1.8333333333333333,1.73893106,0.5,0.99,0.5,0.991,0.0,0.99,0.838,0.3,0.0,0.25,0.0,1.4,0.1,0.5,0.3,1,operational,8,5407
Technology,1.9166666666666667,0.92533679,0.5,0.99,0.5,0.991,0.007,0.717,1.0,0.3,0.006,0.25,0.003,1.0,0.1,0.1,0.3,1,operational,1,5408
Technology,1.0833333333333333,0.73650776,0.5,0.99,0.5,0.992,0.003,0.195,0.699,0.3,0.002,0.25,0.001,0.1,0.1,0.5,0.3,1,operational,1,5409
Technology,1.6666666666666667,0.9450339,0.5,0.99,0.5,0.991,0.003,1.389,0.768,0.3,0.003,0.25,0.002,1.4,0.1,0.3,0.3,0,operational,5,5410
Technology,0.5,0.5392375300000001,0.5,0.99,0.5,0.992,0.001,1.283,0.227,0.3,0.001,0.25,0.001,1.4,0.1,0.1,0.3,0,operational,6,5411
Technology,1.0,0.57179585,0.5,0.99,0.5,0.994,0.001,0.557,0.506,0.3,0.001,0.25,0.001,1.0,0.1,0.1,0.3,0,operational,3,5412
Technology,1.0,1.0784939199999999,0.5,0.99,0.5,0.994,0.005,1.394,0.377,0.3,0.004,0.25,0.002,1.0,0.1,0.1,0.3,0,operational,9,5413
Technology,1.0833333333333333,0.9758502,0.5,0.99,0.5,0.991,0.003,1.419,0.392,0.3,0.003,0.25,0.002,0.1,0.1,0.5,0.3,1,operational,12,5414
Technology,1.5833333333333333,0.98417412,0.5,0.99,0.5,0.99,0.002,0.262,1.0,0.3,0.002,0.25,0.001,1.4,0.1,0.3,0.3,0,operational,10,5415
Technology,2.0833333333333335,2.2079938500000003,0.5,0.99,0.5,0.994,0.009,0.235,0.833,0.3,0.008,0.25,0.004,1.4,0.1,0.1,0.3,1,operational,6,5416
Technology,1.5,1.3234198899999998,0.5,0.99,0.5,0.994,0.001,0.544,0.528,0.3,0.001,0.25,0.001,1.4,0.1,0.1,0.3,1,operational,4,5417
Technology,1.75,1.3194622,0.5,0.99,0.5,0.993,0.002,0.312,0.853,0.3,0.001,0.25,0.001,1.4,0.1,0.3,0.3,1,operational,12,5418
Technology,2.0833333333333335,1.27200887,0.5,0.99,0.5,0.991,0.001,1.056,1.0,0.3,0.001,0.25,0.0,0.1,0.1,1.0,0.3,0,operational,7,5419
Technology,2.25,1.92994672,0.5,0.99,0.5,0.993,0.005,1.181,0.696,0.3,0.004,0.25,0.002,1.4,0.1,0.1,0.3,1,operational,8,5420
Technology,1.75,1.69961089,0.5,0.99,0.5,0.994,0.006,0.675,0.922,0.3,0.005,0.25,0.003,0.1,0.1,1.0,0.3,1,operational,9,5421
Technology,1.3333333333333333,0.8374464100000001,0.5,0.99,0.5,0.991,0.009,0.517,0.67,0.3,0.008,0.25,0.005,1.4,0.1,1.0,0.3,0,operational,11,5422
Technology,1.4166666666666667,0.8566486600000001,0.5,0.99,0.5,0.992,0.004,0.347,0.545,0.3,0.003,0.25,0.002,1.0,0.1,0.1,0.3,1,operational,6,5423
Technology,2.0,1.91665682,0.5,0.99,0.5,0.993,0.002,1.182,1.0,0.3,0.002,0.25,0.001,0.5,0.1,0.5,0.3,1,operational,6,5424
Technology,1.6666666666666667,1.4768074,0.5,0.99,0.5,0.992,0.006,1.557,0.842,0.3,0.006,0.25,0.003,1.4,0.1,0.1,0.3,1,operational,8,5425
Technology,1.4166666666666667,0.86037388,0.5,0.99,0.5,0.992,0.004,1.254,0.535,0.3,0.003,0.25,0.002,1.0,0.1,1.0,0.3,0,operational,12,5426
Technology,1.0833333333333333,0.8065898499999999,0.5,0.99,0.5,0.992,0.01,1.494,0.47,0.3,0.009,0.25,0.005,1.4,0.1,0.3,0.3,1,operational,5,5427
Technology,2.25,2.46172281,0.5,0.99,0.5,0.993,0.008,1.44,1.0,0.3,0.007,0.25,0.004,1.0,0.1,0.3,0.3,1,operational,3,5428
Technology,1.75,1.72756009,0.5,0.99,0.5,0.993,0.005,0.749,0.9,0.3,0.005,0.25,0.003,0.1,0.1,0.5,0.3,0,operational,12,5429
Technology,3.0,2.50230134,0.5,0.99,0.5,0.991,0.001,1.298,1.0,0.3,0.001,0.25,0.001,1.4,0.1,0.1,0.3,1,operational,3,5430
Technology,2.25,1.52061153,0.5,0.99,0.5,0.991,0.002,0.658,0.687,0.3,0.001,0.25,0.001,1.4,0.1,1.0,0.3,0,operational,6,5431
Technology,1.5833333333333333,0.57029427,0.5,0.99,0.5,0.993,0.008,0.47,0.723,0.3,0.007,0.25,0.004,0.1,0.1,0.1,0.3,1,operational,2,5432
Technology,0.6666666666666666,0.50895188,0.5,0.99,0.5,0.993,0.006,0.678,0.341,0.3,0.005,0.25,0.003,1.0,0.1,0.3,0.3,0,operational,6,5433
Technology,1.25,0.70809951,0.5,0.99,0.5,0.993,0.003,0.347,0.471,0.3,0.002,0.25,0.001,1.0,0.1,1.0,0.3,1,operational,6,5434
Technology,1.1666666666666667,1.2282951000000002,0.5,0.99,0.5,0.992,0.004,0.36,0.474,0.3,0.004,0.25,0.002,0.1,0.1,1.0,0.3,0,operational,8,5435
Technology,0.8333333333333334,0.93190323,0.5,0.99,0.5,0.991,0.002,0.826,0.463,0.3,0.002,0.25,0.001,1.0,0.1,0.5,0.3,0,operational,7,5436
