Sector,Years of Operation,How Much They Raised,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,failure,startup_id,week
Finance and Insurance,2216.5577739489886,5.757206691351561,-0.11205629512585706,0.057114205576895366,0.4637046202650721,0.5134701416281579,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.9100392082346638,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,65,5
Finance and Insurance,2305.2200849069486,5.987494959005623,-0.11653854693089136,0.05939877379997119,0.482252805075675,0.5340089472932842,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.9464407765640503,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,65,6
Finance and Insurance,2393.882395864908,6.217783226659686,-0.12102079873592564,0.061683342023047004,0.5008009898862779,0.5545477529584105,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.982842344893437,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,65,7
Finance and Insurance,2482.5447068228673,6.448071494313748,-0.1255030505409599,0.0639679102461228,0.5193491746968807,0.5750865586235367,-0.11918830987953176,-0.2311613981885417,0.208846321478875,1.0192439132228235,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,65,8
Finance and Insurance,2571.207017780827,6.67835976196781,-0.1299853023459942,0.06625247846919863,0.5378973595074836,0.5956253642886631,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,1.05564548155221,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,65,9
Finance and Insurance,2659.8693287387864,6.908648029621872,-0.13446755415102848,0.06853704669227445,0.5564455443180865,0.6161641699537894,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,1.0920470498815966,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,65,10
Finance and Insurance,2748.531639696746,7.138936297275936,-0.13894980595606277,0.07082161491535026,0.5749937291286894,0.6367029756189158,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,1.1284486182109832,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,65,11
Finance and Insurance,2837.193950654706,7.369224564929998,-0.14343205776109705,0.07310618313842608,0.5935419139392922,0.6572417812840421,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,1.1648501865403698,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,65,12
Finance and Insurance,1853.5751265961817,247.4000929831921,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,0.42637193834619885,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,66,1
Finance and Insurance,1941.8406088150475,259.18104979191554,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,0.4466753639817322,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,66,2
Finance and Insurance,2030.1060910339131,270.962006600639,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,0.46697878961726536,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,66,3
Finance and Insurance,2118.371573252779,282.7429634093624,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,0.4872822152527987,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,66,4
Finance and Insurance,2206.637055471645,294.52392021808583,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,0.5075856408883319,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,66,5
Finance and Insurance,2294.9025376905106,306.30487702680927,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,0.5278890665238652,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,66,6
Finance and Insurance,2383.1680199093767,318.08583383553275,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,0.5481924921593986,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,66,7
Finance and Insurance,2471.4335021282423,329.8667906442561,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,0.5684959177949318,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,66,8
Finance and Insurance,2559.698984347108,341.64774745297956,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,0.588799343430465,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,66,9
Finance and Insurance,2647.964466565974,353.42870426170305,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,0.6091027690659984,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,66,10
Finance and Insurance,2736.2299487848395,365.2096610704265,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,0.6294061947015317,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,66,11
Finance and Insurance,2824.4954310037056,376.9906178791499,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,0.6497096203370649,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,66,12
Finance and Insurance,1865.6122650153588,1.5358626090012044,0.609558706949709,0.04797593268459211,0.38951188102266054,0.4313149189676526,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,67,1
Finance and Insurance,1954.4509443018046,1.6089989237155475,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.45185372463277895,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,67,2
Finance and Insurance,2043.28962358825,1.6821352384298904,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.4723925302979052,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,67,3
Finance and Insurance,2132.1283028746957,1.7552715531442336,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.4929313359630315,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,67,4
Finance and Insurance,2220.9669821611415,1.8284078678585767,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.5134701416281579,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,67,5
Finance and Insurance,2309.805661447587,1.9015441825729198,0.7546917324139255,0.05939877379997119,0.482252805075675,0.5340089472932842,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,67,6
Finance and Insurance,2398.644340734033,1.974680497287263,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.5545477529584105,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,67,7
Finance and Insurance,2487.4830200204783,2.0478168120016056,0.812744942599612,0.0639679102461228,0.5193491746968807,0.5750865586235367,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,67,8
Finance and Insurance,2576.321699306924,2.120953126715949,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.5956253642886631,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,67,9
Finance and Insurance,2665.1603785933694,2.194089441430292,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.6161641699537894,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,67,10
Finance and Insurance,2753.999057879815,2.267225756144635,0.899824757878142,0.07082161491535026,0.5749937291286894,0.6367029756189158,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,67,11
Finance and Insurance,2842.837737166261,2.340362070858978,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.6572417812840421,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,67,12
Finance and Insurance,1860.0566626680463,0.7108148560676778,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,0.618509374584024,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,68,1
Finance and Insurance,1948.630789461763,0.7446631825470911,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,0.647962201945168,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,68,2
Finance and Insurance,2037.2049162554792,0.7785115090265041,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,0.6774150293063118,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,68,3
Finance and Insurance,2125.779043049196,0.8123598355059174,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,0.7068678566674559,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,68,4
Finance and Insurance,2214.3531698429124,0.8462081619853307,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,0.7363206840285998,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,68,5
Finance and Insurance,2302.927296636629,0.8800564884647439,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,0.7657735113897439,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,68,6
Finance and Insurance,2391.5014234303453,0.9139048149441572,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,0.795226338750888,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,68,7
Finance and Insurance,2480.0755502240618,0.9477531414235703,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,0.8246791661120318,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,68,8
Finance and Insurance,2568.6496770177782,0.9816014679029835,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,0.8541319934731758,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,68,9
Finance and Insurance,2657.2238038114947,1.0154497943823968,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,0.8835848208343199,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,68,10
Finance and Insurance,2745.797930605211,1.04929812086181,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,0.913037648195464,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,68,11
Finance and Insurance,2834.372057398928,1.0831464473412233,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,0.9424904755566079,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,68,12
Finance and Insurance,1860.9825963925985,4.011005867801784,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,0.618509374584024,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,69,1
Finance and Insurance,1949.6008152684367,4.202006147220916,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,0.647962201945168,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,69,2
Finance and Insurance,2038.2190341442742,4.393006426640048,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,0.6774150293063118,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,69,3
Finance and Insurance,2126.8372530201123,4.584006706059181,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,0.7068678566674559,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,69,4
Finance and Insurance,2215.4554718959507,4.7750069854783135,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,0.7363206840285998,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,69,5
Finance and Insurance,2304.0736907717887,4.9660072648974465,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,0.7657735113897439,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,69,6
Finance and Insurance,2392.6919096476267,5.1570075443165795,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,0.795226338750888,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,69,7
Finance and Insurance,2481.3101285234643,5.348007823735712,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,0.8246791661120318,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,69,8
Finance and Insurance,2569.9283473993028,5.539008103154844,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,0.8541319934731758,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,69,9
Finance and Insurance,2658.546566275141,5.730008382573977,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,0.8835848208343199,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,69,10
Finance and Insurance,2747.164785150979,5.92100866199311,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,0.913037648195464,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,69,11
Finance and Insurance,2835.783004026817,6.112008941412242,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,0.9424904755566079,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,69,12
Finance and Insurance,1854.5010603207338,16.386722161804684,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,0.28142956571818717,-0.09454996466642443,-0.003998329263875049,0,70,1
Finance and Insurance,1942.8106346217212,17.167042264747764,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,0.2948309736095294,-0.09905234393625416,-0.004188725895488146,0,70,2
Finance and Insurance,2031.1202089227083,17.947362367690843,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,0.3082323815008716,-0.10355472320608389,-0.004379122527101243,0,70,3
Finance and Insurance,2119.4297832236957,18.727682470633923,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,0.3216337893922139,-0.10805710247591362,-0.0045695191587143405,0,70,4
Finance and Insurance,2207.739357524683,19.508002573577002,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,0.33503519728355613,-0.11255948174574336,-0.004759915790327438,0,70,5
Finance and Insurance,2296.0489318256705,20.288322676520085,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,0.3484366051748984,-0.1170618610155731,-0.0049503124219405364,0,70,6
Finance and Insurance,2384.3585061266576,21.068642779463165,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,0.36183801306624064,-0.12156424028540283,-0.005140709053553634,0,70,7
Finance and Insurance,2472.668080427645,21.848962882406244,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,0.37523942095758284,-0.12606661955523255,-0.005331105685166731,0,70,8
Finance and Insurance,2560.9776547286324,22.629282985349324,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,0.3886408288489251,-0.1305689988250623,-0.005521502316779828,0,70,9
Finance and Insurance,2649.2872290296195,23.409603088292403,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,0.4020422367402674,-0.13507137809489203,-0.005711898948392926,0,70,10
Finance and Insurance,2737.596803330607,24.189923191235486,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,0.41544364463160965,-0.13957375736472177,-0.005902295580006023,0,70,11
Finance and Insurance,2825.9063776315943,24.970243294178566,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,0.4288450525229519,-0.14407613663455152,-0.006092692211619122,0,70,12
Finance and Insurance,1862.8344638417027,4.011005867801784,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,71,1
Finance and Insurance,1951.5408668817838,4.202006147220916,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,71,2
Finance and Insurance,2040.2472699218647,4.393006426640048,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,71,3
Finance and Insurance,2128.953672961946,4.584006706059181,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,71,4
Finance and Insurance,2217.660076002027,4.7750069854783135,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,71,5
Finance and Insurance,2306.366479042108,4.9660072648974465,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,71,6
Finance and Insurance,2395.072882082189,5.1570075443165795,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,71,7
Finance and Insurance,2483.7792851222703,5.348007823735712,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,71,8
Finance and Insurance,2572.4856881623514,5.539008103154844,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,71,9
Finance and Insurance,2661.1920912024325,5.730008382573977,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,71,10
Finance and Insurance,2749.8984942425136,5.92100866199311,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,71,11
Finance and Insurance,2838.6048972825947,6.112008941412242,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,71,12
Finance and Insurance,1866.538198739911,3.1859581148682574,0.609558706949709,0.04797593268459211,0.38951188102266054,0.4313149189676526,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.7644329349171176,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,72,1
Finance and Insurance,1955.420970108478,3.3376704060524602,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.45185372463277895,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.8008345032465042,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,72,2
Finance and Insurance,2044.3037414770452,3.4893826972366626,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.4723925302979052,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.8372360715758906,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,72,3
Finance and Insurance,2133.1865128456125,3.6410949884208654,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.4929313359630315,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.8736376399052772,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,72,4
Finance and Insurance,2222.06928421418,3.7928072796050682,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.5134701416281579,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.9100392082346638,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,72,5
Finance and Insurance,2310.9520555827467,3.944519570789271,0.7546917324139255,0.05939877379997119,0.482252805075675,0.5340089472932842,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.9464407765640503,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,72,6
Finance and Insurance,2399.834826951314,4.096231861973474,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.5545477529584105,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.982842344893437,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,72,7
Finance and Insurance,2488.717598319881,4.247944153157676,0.812744942599612,0.0639679102461228,0.5193491746968807,0.5750865586235367,-0.11918830987953176,-0.2311613981885417,0.208846321478875,1.0192439132228235,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,72,8
Finance and Insurance,2577.600369688448,4.399656444341879,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.5956253642886631,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,1.05564548155221,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,72,9
Finance and Insurance,2666.4831410570155,4.551368735526082,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.6161641699537894,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,1.0920470498815966,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,72,10
